# gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=10 --retry-beam=40 --careful=false "gmm-boost-silence --boost=1.0 1 exp/mono/4.mdl - |" "ark:gunzip -c exp/mono/fsts.2.gz|" "ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split2/2/utt2spk scp:data/train/split2/2/cmvn.scp scp:data/train/split2/2/feats.scp ark:- | add-deltas  ark:- ark:- |" "ark,t:|gzip -c >exp/mono/ali.2.gz" 
# Started at Sun Aug 22 17:28:14 IST 2021
#
gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=10 --retry-beam=40 --careful=false 'gmm-boost-silence --boost=1.0 1 exp/mono/4.mdl - |' 'ark:gunzip -c exp/mono/fsts.2.gz|' 'ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split2/2/utt2spk scp:data/train/split2/2/cmvn.scp scp:data/train/split2/2/feats.scp ark:- | add-deltas  ark:- ark:- |' 'ark,t:|gzip -c >exp/mono/ali.2.gz' 
gmm-boost-silence --boost=1.0 1 exp/mono/4.mdl - 
WARNING (gmm-boost-silence[5.5]:main():gmm-boost-silence.cc:82) The pdfs for the silence phones may be shared by other phones (note: this probably does not matter.)
LOG (gmm-boost-silence[5.5]:main():gmm-boost-silence.cc:93) Boosted weights for 3 pdfs, by factor of 1
LOG (gmm-boost-silence[5.5]:main():gmm-boost-silence.cc:103) Wrote model to -
apply-cmvn --utt2spk=ark:data/train/split2/2/utt2spk scp:data/train/split2/2/cmvn.scp scp:data/train/split2/2/feats.scp ark:- 
add-deltas ark:- ark:- 
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0047
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0048
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0049
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0050
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0051
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0052
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0053
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0054
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0055
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0056
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0057
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0058
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0059
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0060
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0061
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0062
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0063
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0064
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0065
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0066
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0067
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0068
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0069
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0070
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0071
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0072
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0073
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0074
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0075
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0076
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0077
LOG (apply-cmvn[5.5]:main():apply-cmvn.cc:162) Applied cepstral mean normalization to 320 utterances, errors on 0
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0078
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0079
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) AS018F0080
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:135) Overall log-likelihood per frame is -86.0885 over 223360 frames.
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:137) Retried 0 out of 320 utterances.
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:139) Done 320, errors on 0
# Accounting: time=5 threads=1
# Ended (code 0) at Sun Aug 22 17:28:19 IST 2021, elapsed time 5 seconds
